,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
104,SAN JOSE,63,1,0,0,1,0,1,9.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
105,LIMON,20,1,1,0,1,0,1,10.7,1,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
106,GOICOECHEA,29,1,0,0,1,0,1,8.5,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
107,POCOCI,31,1,0,0,1,0,1,5.6,0,0,1,0,1,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
108,BARVA,30,1,1,0,1,0,1,12.9,0,0,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
109,MONTES DE OCA,25,1,1,0,1,0,1,14.9,1,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
110,ALAJUELA,44,1,1,0,1,0,1,7.4,0,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
111,CARTAGO,23,1,1,0,1,0,1,8.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
112,DESAMPARADOS,58,1,0,0,0,0,1,5.7,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
113,HEREDIA,35,1,0,0,1,0,1,13.2,0,1,0,0,1,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
114,COTO BRUS,31,0,0,0,0,0,1,7.4,0,0,1,0,0,38453,933.9,41,10936,3.5,24.6,7.8,RENOVACION COSTARRICENSE,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
115,SANTA ANA,22,1,0,0,1,0,1,10.2,1,0,0,0,0,49123,61.4,800,14235,3.43,29.8,10.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
116,LA UNION,50,1,1,0,1,0,1,8.0,0,0,1,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
117,GOICOECHEA,35,1,0,0,0,0,1,9.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
118,ACOSTA,54,1,0,0,1,0,1,5.0,0,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
119,OROTINA,46,0,1,0,0,0,1,7.6,0,0,0,0,0,20341,141.9,143,6024,3.37,27.8,5.1,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
120,VAZQUEZ DE CORONADO,49,1,0,0,0,0,1,9.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
121,POCOCI,37,1,0,0,0,0,1,6.6,1,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
122,PUNTARENAS,58,1,1,0,0,0,1,7.4,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
123,PALMARES,46,1,1,0,1,0,1,8.5,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
124,TURRIALBA,45,1,0,0,1,0,1,8.3,0,1,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
125,ALAJUELA,45,1,1,0,0,0,1,7.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
126,MONTES DE OCA,38,1,1,0,1,0,1,11.9,0,0,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
127,QUEPOS,56,1,0,0,1,0,1,5.3,0,0,0,1,0,26861,543.8,49,8094,3.32,24.6,8.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
128,JIMENEZ,29,1,0,0,0,0,1,7.4,1,0,0,0,1,14669,286.4,51,4113,3.56,25.6,10.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
129,ALAJUELA,22,1,1,0,0,0,1,8.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
130,SARAPIQUI,49,1,1,0,0,0,1,7.4,0,0,0,0,0,57147,2140.5,27,15768,3.6,24.0,5.9,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
131,POCOCI,58,1,1,0,1,1,1,5.4,0,0,1,1,0,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
132,FLORES,59,1,0,0,1,0,1,10.0,0,1,0,0,0,20037,7.0,2879,5751,3.48,28.5,11.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
133,TIBAS,49,1,1,0,1,0,1,9.1,0,0,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
134,TURRIALBA,38,0,0,0,0,0,1,10.3,0,1,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
135,SAN RAMON,47,1,1,0,0,0,0,10.0,0,1,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
136,ESCAZU,30,1,1,0,1,0,1,13.4,0,1,0,1,0,56509,34.5,1638,16565,3.4,32.5,8.7,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
137,ALAJUELA,36,1,1,0,0,0,1,11.4,0,0,0,1,0,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
138,MONTES DE OCA,20,1,1,0,1,0,1,10.9,1,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
139,GOICOECHEA,51,1,1,0,0,0,1,7.7,0,0,1,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
140,SAN RAFAEL,32,0,0,0,1,0,1,9.6,0,0,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
141,MORA,61,0,0,0,0,0,1,5.3,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
142,SAN JOSE,40,1,0,0,1,0,1,12.3,0,0,1,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
143,ACOSTA,34,0,0,0,0,0,1,5.7,0,0,1,0,0,20209,342.2,59,5871,3.44,26.5,4.9,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
144,TURRIALBA,39,1,1,0,0,0,1,9.3,0,0,1,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
145,MATINA,21,1,1,0,0,0,1,4.7,0,1,0,0,0,37721,772.6,49,10410,3.59,22.6,2.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
146,GUATUSO,55,0,1,0,0,0,0,2.5,0,0,0,0,0,15508,758.3,20,4409,3.51,22.4,7.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
147,HEREDIA,48,1,0,0,0,0,1,10.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
148,PUNTARENAS,49,0,0,0,0,0,1,10.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
149,LA UNION,27,1,0,0,1,0,1,11.2,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
150,PEREZ ZELEDON,23,1,1,0,1,0,1,6.1,0,1,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
151,MORAVIA,29,1,0,0,1,0,1,11.7,0,0,0,0,1,56919,28.6,1989,16874,3.36,33.9,8.3,NULO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
152,COTO BRUS,41,1,0,0,1,0,1,5.4,0,0,0,0,0,38453,933.9,41,10936,3.5,24.6,7.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
153,SAN JOSE,30,1,1,0,0,0,1,12.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
154,GRECIA,44,1,0,0,1,0,1,9.8,0,1,1,0,1,76898,395.7,194,21709,3.53,24.0,7.0,INTEGRACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
155,DESAMPARADOS,19,1,1,0,0,0,1,9.6,1,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
156,POCOCI,43,1,0,0,0,0,1,9.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
157,UPALA,31,0,0,0,0,0,1,5.0,0,1,0,1,0,43953,1580.7,28,11518,3.81,24.9,7.7,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
158,GUATUSO,30,0,0,0,0,0,1,5.8,0,0,0,1,0,15508,758.3,20,4409,3.51,22.4,7.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
159,ATENAS,55,1,0,0,0,1,1,7.3,0,0,0,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
160,ALAJUELITA,50,1,1,0,1,0,1,7.6,0,0,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
161,ALAJUELA,22,1,0,0,1,0,1,7.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
162,NARANJO,38,0,0,0,1,0,1,8.5,1,0,0,0,0,42713,126.6,337,11678,3.65,26.4,7.2,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
163,PARAISO,57,1,1,0,1,0,1,6.0,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
164,ALAJUELA,33,1,1,0,0,0,1,7.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
165,ESCAZU,64,1,0,0,0,0,1,9.1,0,0,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,INTEGRACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
166,DESAMPARADOS,34,1,0,0,1,0,0,8.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
167,SAN CARLOS,63,0,0,0,1,0,1,5.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
168,TURRIALBA,45,1,1,0,1,0,1,6.3,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
169,MORAVIA,21,1,1,0,1,0,1,13.7,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
170,GUACIMO,50,0,0,0,1,0,1,4.0,0,0,0,0,0,41266,576.5,72,11797,3.47,27.6,5.4,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
171,GRECIA,33,1,0,0,1,0,1,10.8,0,0,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
172,HEREDIA,33,1,0,0,1,0,1,10.2,0,0,0,0,1,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
173,MORA,39,0,0,0,0,0,1,11.9,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
174,PALMARES,48,1,1,0,1,0,1,11.5,0,1,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,INTEGRACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
175,MORAVIA,39,1,1,0,0,0,1,13.7,0,1,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
176,POCOCI,18,1,0,0,0,0,1,9.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
177,MORAVIA,41,1,1,0,0,0,1,13.7,0,1,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
178,MORAVIA,53,1,1,0,1,0,1,10.1,1,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
179,ASERRI,54,1,1,0,1,0,1,5.4,0,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
180,SAN RAMON,48,0,1,0,0,0,1,10.0,0,0,1,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
181,BUENOS AIRES,50,1,0,0,1,1,1,3.4,0,0,0,0,0,45244,2384.2,19,12205,3.7,25.3,6.7,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
182,PARAISO,48,1,0,0,0,0,1,9.3,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
183,CARRILLO,56,0,0,0,1,0,1,6.0,0,0,1,0,0,37122,577.5,64,10141,3.65,29.2,5.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
184,SAN JOSE,62,1,1,0,1,0,1,10.2,1,0,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
185,SANTA ANA,27,1,0,0,1,0,1,10.2,0,0,0,0,1,49123,61.4,800,14235,3.43,29.8,10.2,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
186,SAN ISIDRO,34,1,1,0,1,0,1,11.5,0,0,0,0,0,20633,27.0,765,5807,3.54,28.5,11.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
187,FLORES,58,1,0,0,1,0,1,9.0,0,1,1,1,0,20037,7.0,2879,5751,3.48,28.5,11.2,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
188,ALAJUELA,51,1,0,0,1,0,1,9.4,0,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
189,MONTES DE OCA,39,1,0,0,1,0,1,10.9,0,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
190,GRECIA,64,0,1,0,0,0,1,8.6,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
191,SAN JOSE,59,1,0,0,1,0,1,10.2,1,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
192,BARVA,20,1,0,0,1,0,1,8.9,0,0,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
193,PEREZ ZELEDON,36,0,1,0,0,0,1,9.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
194,PURISCAL,54,1,0,0,0,0,1,5.0,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
195,DESAMPARADOS,43,1,1,0,0,0,1,10.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
196,GOICOECHEA,45,1,1,0,0,0,1,9.5,0,0,0,0,1,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
197,VAZQUEZ DE CORONADO,56,1,1,0,1,0,1,6.4,0,0,0,0,1,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,RESTAURACION NACIONAL,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
198,CURRIDABAT,60,1,1,0,1,0,1,8.4,0,0,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
199,ASERRI,33,1,0,0,0,0,1,6.7,0,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,RESTAURACION NACIONAL,ACCION CIUDADANA,0,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
200,MORAVIA,33,1,0,0,0,0,1,11.7,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
201,DESAMPARADOS,51,1,0,0,1,0,1,6.7,1,0,0,1,1,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
202,CANHAS,26,1,0,0,0,0,1,9.3,0,0,1,0,0,26201,682.2,38,7172,3.65,28.8,6.0,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
203,ABANGARES,24,0,1,0,1,0,1,8.7,0,1,0,0,0,18039,675.8,27,5311,3.39,26.7,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
204,SIQUIRRES,26,0,0,0,0,0,1,6.2,0,1,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
205,SAN JOSE,39,1,0,0,1,0,1,12.3,0,0,1,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,NULO,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
206,LA UNION,38,1,1,0,0,1,1,9.2,1,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
207,CURRIDABAT,18,1,0,0,1,0,1,9.3,0,1,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
208,ALAJUELITA,52,1,1,0,0,0,1,6.6,0,0,0,0,1,77603,21.2,3666,19832,3.91,36.3,5.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
209,GRECIA,60,1,1,0,1,0,1,8.6,0,0,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
210,PARAISO,39,1,1,0,1,0,1,9.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
