,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
99,PUNTARENAS,39,1,0,0,0,0,0,9.3,0,0,0,0,1,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,0,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
100,ALAJUELITA,52,1,1,0,0,1,1,7.6,0,0,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
101,POCOCI,35,1,1,0,1,0,1,6.6,0,0,1,0,1,125962,2403.5,52,36238,3.46,26.5,6.3,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
102,ALVARADO,42,1,0,0,1,0,1,5.3,0,0,1,0,0,14312,81.1,177,3612,3.95,19.5,8.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
103,SAN JOSE,47,1,1,0,1,0,1,10.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
104,SIQUIRRES,42,1,0,0,0,0,1,5.2,0,0,0,0,1,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
105,SAN CARLOS,31,1,1,0,0,0,1,7.6,0,1,1,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
106,PURISCAL,30,1,0,0,1,0,1,9.2,1,0,0,0,1,33004,553.7,60,9787,3.36,28.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
107,HEREDIA,43,1,0,0,1,0,1,9.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
108,DESAMPARADOS,60,0,1,0,1,0,1,8.7,0,1,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
109,TIBAS,43,1,0,0,1,0,1,9.1,0,1,0,1,0,64842,8.1,7956,19160,3.38,40.1,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
110,TURRIALBA,61,0,0,0,1,0,1,4.0,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
111,GOICOECHEA,60,1,1,0,1,0,1,10.7,1,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
112,GRECIA,20,0,0,0,0,0,1,10.8,1,0,1,0,1,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
113,CARRILLO,37,1,1,0,1,0,1,6.8,0,1,0,0,0,37122,577.5,64,10141,3.65,29.2,5.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
114,ALAJUELA,60,1,0,0,1,0,1,6.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
115,MONTES DE OCA,25,1,0,0,1,0,1,12.9,0,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
116,GOLFITO,39,0,0,0,1,0,1,9.8,0,1,0,1,0,39150,1754.0,22,11576,3.37,27.7,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
117,SAN ISIDRO,47,1,0,0,0,0,1,8.5,0,1,0,0,0,20633,27.0,765,5807,3.54,28.5,11.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
118,ALAJUELA,46,1,0,0,0,0,1,8.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
119,HEREDIA,64,1,0,0,0,0,1,9.4,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
120,SANTA ANA,25,0,1,0,1,0,1,13.2,0,1,0,1,0,49123,61.4,800,14235,3.43,29.8,10.2,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
121,PEREZ ZELEDON,20,1,1,0,0,0,1,10.1,1,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,FRENTE AMPLIO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
122,GOICOECHEA,33,1,1,0,0,0,1,10.5,1,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
123,BARVA,24,1,1,0,0,0,1,12.9,0,1,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
124,POAS,48,0,0,0,1,0,1,9.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
125,SAN JOSE,56,1,1,0,1,0,1,9.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
126,PURISCAL,33,0,0,0,0,0,1,11.2,0,0,1,0,0,33004,553.7,60,9787,3.36,28.2,6.9,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
127,MORA,54,0,0,0,0,0,1,6.3,0,1,0,0,1,26294,162.0,162,7782,3.38,28.7,10.1,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
128,SAN CARLOS,30,1,1,0,1,0,1,8.6,0,1,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
129,ALVARADO,33,1,0,0,1,0,1,9.3,0,0,1,0,0,14312,81.1,177,3612,3.95,19.5,8.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
130,TALAMANCA,21,0,1,0,0,0,1,5.9,0,0,0,0,0,30712,2809.9,11,7999,3.83,26.7,5.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
131,LA UNION,30,1,0,0,0,1,1,12.2,0,0,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
132,ESCAZU,26,1,0,0,1,0,1,9.4,0,0,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
133,SAN JOSE,64,1,1,0,0,0,1,8.2,1,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
134,ALAJUELA,63,1,0,0,1,0,1,7.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
135,PARAISO,50,1,1,0,0,0,1,4.0,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
136,GOICOECHEA,43,1,1,0,1,0,1,10.5,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
137,OREAMUNO,54,0,0,0,1,0,1,4.7,0,0,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
138,ALAJUELITA,28,1,0,0,0,0,1,7.7,0,0,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
139,SAN JOSE,41,1,1,0,0,0,1,8.3,0,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
140,SIQUIRRES,54,1,0,0,1,0,1,7.2,0,1,1,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
141,ACOSTA,62,1,0,0,0,0,1,7.0,0,0,1,0,0,20209,342.2,59,5871,3.44,26.5,4.9,NUEVA GENERACION,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
142,QUEPOS,43,1,0,0,1,0,1,5.8,0,1,0,1,0,26861,543.8,49,8094,3.32,24.6,8.0,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
143,DESAMPARADOS,44,1,1,0,1,1,1,9.6,0,0,0,0,1,208411,118.3,1762,57355,3.62,34.2,6.9,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
144,TARRAZU,47,0,1,0,1,0,1,7.5,0,0,0,0,1,16280,297.5,55,4551,3.58,23.0,13.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
145,QUEPOS,61,0,0,0,0,0,1,5.3,0,1,0,0,0,26861,543.8,49,8094,3.32,24.6,8.0,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
146,VALVERDE VEGA,61,0,0,0,1,0,1,4.9,0,1,0,0,1,18085,120.3,150,5054,3.57,26.6,7.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
147,OREAMUNO,30,1,1,0,1,1,1,9.8,0,0,1,0,1,45473,201.3,226,11232,4.04,26.0,7.2,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
148,MORAVIA,23,1,0,0,0,0,1,9.7,1,1,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
149,POCOCI,31,0,1,0,0,0,1,7.6,0,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,NULO,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
150,GUACIMO,54,1,1,0,1,0,1,3.0,0,0,1,0,0,41266,576.5,72,11797,3.47,27.6,5.4,NULO,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
151,GUACIMO,63,1,1,0,1,0,0,4.0,0,0,0,1,0,41266,576.5,72,11797,3.47,27.6,5.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
152,SAN JOSE,18,1,0,0,0,0,1,12.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
153,ALAJUELA,22,1,0,0,0,0,1,7.4,1,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
154,LIMON,39,0,1,0,0,1,1,7.7,0,1,0,0,1,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
155,DESAMPARADOS,19,1,1,0,1,0,1,11.6,1,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
156,DESAMPARADOS,63,1,0,0,1,0,1,8.7,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
157,PUNTARENAS,28,0,1,0,1,0,1,10.3,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
158,DOTA,56,0,0,0,0,1,1,6.1,0,0,0,0,0,6948,400.2,17,1952,3.54,23.6,6.2,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
159,GOICOECHEA,29,1,1,0,1,0,1,9.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
160,TARRAZU,31,0,0,0,1,0,1,5.5,0,0,0,0,0,16280,297.5,55,4551,3.58,23.0,13.2,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
161,TIBAS,62,1,1,0,0,0,1,11.3,0,0,0,1,0,64842,8.1,7956,19160,3.38,40.1,7.6,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
162,ESCAZU,61,1,0,0,1,0,1,8.1,0,0,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
163,MONTES DE OCA,57,1,1,0,1,0,1,12.2,0,1,0,1,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
164,PARRITA,28,1,1,0,0,0,1,7.3,0,1,1,0,0,16115,478.8,34,4833,3.32,25.1,5.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
165,ESPARZA,18,1,1,0,1,1,1,9.2,0,0,0,0,0,28644,216.8,132,8435,3.39,26.6,8.1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
166,SAN JOSE,60,1,1,0,1,0,1,11.2,0,0,1,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
167,SAN JOSE,61,1,1,0,1,0,1,8.2,0,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
168,CURRIDABAT,24,1,0,0,1,0,1,12.3,0,0,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
169,BARVA,18,0,1,0,1,0,1,12.9,1,0,0,1,0,40660,53.8,756,11291,3.59,27.4,9.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,RESTAURACION NACIONAL,ACCION CIUDADANA
170,GRECIA,28,1,0,0,1,0,1,9.8,0,0,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
171,ASERRI,61,1,1,0,0,0,1,6.4,0,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
172,PUNTARENAS,31,1,1,0,0,0,1,10.3,0,1,1,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,INTEGRACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
173,SAN JOSE,57,1,1,0,1,0,1,11.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
174,PEREZ ZELEDON,56,0,0,0,1,0,1,3.8,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
175,FLORES,52,1,1,0,1,0,1,9.0,0,1,0,0,0,20037,7.0,2879,5751,3.48,28.5,11.2,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
176,OREAMUNO,47,1,1,0,1,0,0,10.8,0,0,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
177,PURISCAL,26,0,1,0,0,0,1,7.2,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
178,ESCAZU,43,1,1,0,1,0,1,12.4,0,1,1,1,0,56509,34.5,1638,16565,3.4,32.5,8.7,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
179,DESAMPARADOS,24,1,0,0,0,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
180,BARVA,22,1,0,0,1,0,1,8.9,1,1,0,1,0,40660,53.8,756,11291,3.59,27.4,9.5,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
181,SAN JOSE,37,1,0,0,1,0,1,12.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
182,CARTAGO,48,0,1,0,1,0,1,7.8,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
183,CORREDORES,48,0,0,0,1,0,1,7.2,0,0,0,0,0,41831,620.6,67,11849,3.52,28.3,6.1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
184,SANTA ANA,61,1,1,0,1,0,1,11.2,0,0,0,1,0,49123,61.4,800,14235,3.43,29.8,10.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
185,EL GUARCO,57,0,1,0,1,0,1,4.5,0,1,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
186,DESAMPARADOS,60,1,1,0,1,0,1,9.7,1,1,1,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
187,VAZQUEZ DE CORONADO,30,1,0,0,1,0,1,10.8,1,1,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
188,SARAPIQUI,37,0,0,0,0,0,1,4.4,0,1,0,0,0,57147,2140.5,27,15768,3.6,24.0,5.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
189,CARTAGO,55,1,1,0,1,0,1,7.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
190,GUATUSO,64,1,0,0,1,0,1,3.5,0,0,0,1,0,15508,758.3,20,4409,3.51,22.4,7.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
191,SAN JOSE,46,1,0,0,0,0,1,9.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
192,LIMON,49,0,0,0,1,0,1,7.7,1,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
193,ALAJUELITA,29,1,0,0,1,0,1,10.7,0,1,0,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
194,SAN JOSE,25,1,0,0,1,0,1,9.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
195,SANTO DOMINGO,45,1,0,0,1,0,1,12.2,0,1,0,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
196,LIMON,36,1,1,0,0,0,1,7.7,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
197,JIMENEZ,56,1,1,0,1,0,1,7.2,0,0,0,0,1,14669,286.4,51,4113,3.56,25.6,10.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
198,CARTAGO,45,1,1,0,1,0,1,8.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
199,SAN PABLO,62,1,0,0,1,0,1,8.7,0,1,0,0,1,27671,7.5,3675,8006,3.44,32.5,11.3,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
200,HEREDIA,61,1,0,0,1,0,1,7.4,0,0,0,1,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
201,LIMON,46,0,0,0,1,0,1,7.7,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
202,LA UNION,32,1,0,0,1,0,1,8.2,0,0,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
203,NARANJO,49,0,1,0,1,0,1,6.5,0,1,0,0,0,42713,126.6,337,11678,3.65,26.4,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
