CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
ESCAZU,22,1,1,0,0,0,1,13.4,1,0,0,0,0,56509,34.5,1638,16565,3.4,32.5,8.7,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,43,1,1,0,0,0,1,10.2,0,1,1,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALVARADO,64,1,1,0,1,0,1,7.2,0,0,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,19,1,1,0,1,0,1,12.2,1,0,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,20,1,1,0,1,0,1,12.9,1,1,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CORREDORES,47,1,0,0,0,0,1,10.2,0,0,0,0,0,41831,620.6,67,11849,3.52,28.3,6.1,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORA,19,0,1,0,1,0,1,10.9,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,31,1,0,0,0,0,1,11.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,56,1,0,0,0,0,1,8.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,54,1,1,0,0,0,1,8.7,0,0,0,1,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,63,1,0,0,0,0,1,4.4,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,63,1,0,0,0,0,1,7.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,30,1,1,0,1,0,1,10.3,0,0,0,0,1,57743,411.9,140,14626,3.94,26.0,4.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MONTES DE OCA,33,1,1,0,1,0,1,10.9,0,1,0,1,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MONTES DE OCA,40,1,1,0,1,0,1,11.9,0,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,34,1,0,0,0,0,1,9.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAMON,21,0,0,0,1,0,1,9.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,21,1,1,0,1,0,1,11.8,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,62,1,0,0,0,0,1,7.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,31,1,0,0,0,0,1,7.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,44,0,1,0,1,0,1,7.1,0,0,1,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,47,0,0,0,1,0,1,6.6,0,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,40,1,0,0,1,0,1,10.3,0,1,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,29,1,0,0,0,0,1,8.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,23,1,0,0,1,0,1,8.7,0,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA BARBARA,24,0,1,0,1,0,1,9.6,0,0,0,0,0,36243,53.2,681,10107,3.58,24.6,8.0,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CANHAS,20,1,0,0,1,0,1,8.3,0,1,0,0,0,26201,682.2,38,7172,3.65,28.8,6.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,32,1,0,0,1,0,1,10.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ZARCERO,44,1,0,0,0,0,1,9.2,0,1,0,0,0,12205,155.1,79,3333,3.65,21.0,6.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA CRUZ,34,0,0,0,1,0,1,6.1,0,0,0,1,0,19181,1383.9,14,4732,4.05,27.6,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ATENAS,63,0,0,0,1,0,1,5.3,0,0,0,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POAS,61,1,0,0,1,0,0,3.9,0,1,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,50,0,0,0,0,0,1,8.6,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,23,1,0,0,1,0,1,9.2,1,1,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,23,1,0,0,0,0,1,9.3,1,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ZARCERO,54,0,0,0,1,0,1,7.1,0,1,0,0,1,12205,155.1,79,3333,3.65,21.0,6.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,19,1,0,0,1,0,1,10.0,0,1,0,0,0,27671,7.5,3675,8006,3.44,32.5,11.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,43,1,1,0,1,0,1,9.6,1,1,0,0,1,208411,118.3,1762,57355,3.62,34.2,6.9,MOVIMIENTO LIBERTARIO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAMON,64,0,0,0,0,0,1,6.9,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALVARADO,37,0,1,0,1,0,1,5.3,0,1,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PURISCAL,45,0,1,0,1,0,0,9.2,0,0,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,36,1,0,0,0,0,1,7.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,23,1,0,0,1,0,1,11.6,0,0,0,1,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,56,1,0,0,1,0,1,8.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,64,1,0,0,1,0,1,8.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,36,1,1,0,1,0,1,10.6,0,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELITA,35,1,1,0,0,0,1,10.7,0,0,1,0,0,77603,21.2,3666,19832,3.91,36.3,5.8,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,47,1,0,0,1,0,1,6.6,0,1,0,0,1,125962,2403.5,52,36238,3.46,26.5,6.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA BARBARA,50,1,0,0,1,0,1,5.2,0,0,0,0,0,36243,53.2,681,10107,3.58,24.6,8.0,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NARANJO,62,0,1,0,1,0,1,6.1,0,1,0,0,0,42713,126.6,337,11678,3.65,26.4,7.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,34,1,1,0,1,0,1,8.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,63,1,0,0,1,0,1,9.0,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ACOSTA,27,0,0,0,0,0,1,6.7,0,0,0,1,0,20209,342.2,59,5871,3.44,26.5,4.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,37,1,0,0,1,0,1,8.6,1,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,54,0,0,0,0,0,1,5.6,0,1,0,1,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TILARAN,61,0,0,0,1,0,1,7.0,0,0,1,0,0,19640,638.4,31,6018,3.26,24.8,9.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,60,1,0,0,1,0,1,12.1,0,0,0,0,1,56919,28.6,1989,16874,3.36,33.9,8.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,24,0,1,0,1,0,1,8.8,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,51,1,0,0,1,0,1,9.0,0,0,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,24,1,0,0,1,0,1,7.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,57,1,0,0,0,0,1,8.1,0,0,0,0,1,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,47,0,0,0,0,0,1,6.1,0,1,0,1,0,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PALMARES,25,1,0,0,1,0,1,10.5,0,1,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VALVERDE VEGA,57,0,1,0,0,0,1,6.9,0,0,0,0,0,18085,120.3,150,5054,3.57,26.6,7.9,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,34,1,1,0,1,0,1,9.8,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ACOSTA,22,0,1,0,0,0,1,9.7,0,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,27,1,0,0,1,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,20,0,1,0,1,0,1,10.8,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,44,1,1,0,0,0,1,10.8,0,1,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,19,1,1,0,1,0,1,11.2,0,0,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,58,1,0,0,1,0,1,7.6,0,1,1,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GUACIMO,46,1,0,0,0,0,1,6.0,0,0,0,0,0,41266,576.5,72,11797,3.47,27.6,5.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
QUEPOS,45,1,1,0,0,0,1,9.8,1,1,0,0,0,26861,543.8,49,8094,3.32,24.6,8.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TARRAZU,43,1,1,0,1,0,1,6.5,0,0,0,1,0,16280,297.5,55,4551,3.58,23.0,13.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,18,1,1,0,0,0,1,13.1,0,1,1,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ESCAZU,38,1,0,0,0,0,1,9.4,0,1,0,0,1,56509,34.5,1638,16565,3.4,32.5,8.7,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,50,1,0,0,1,0,1,8.1,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA ANA,27,1,0,0,1,0,1,12.2,0,1,0,0,0,49123,61.4,800,14235,3.43,29.8,10.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,20,1,0,0,0,0,1,11.1,1,0,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,33,0,0,0,0,0,1,6.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,34,1,1,0,1,0,1,6.6,0,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,30,1,0,0,1,0,1,9.4,0,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MATINA,18,0,0,0,1,0,1,8.7,0,0,1,0,0,37721,772.6,49,10410,3.59,22.6,2.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NICOYA,28,0,1,0,1,1,1,9.0,0,1,0,0,0,50825,1333.7,38,15038,3.38,30.7,5.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,47,1,1,0,1,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TURRIALBA,51,1,0,0,0,0,1,4.0,0,1,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,NULO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,53,1,1,0,1,0,1,6.4,0,0,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BAGACES,22,0,1,0,0,0,1,8.8,1,0,1,0,0,19536,1273.5,15,5615,3.48,26.8,5.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,33,1,1,0,1,0,1,9.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,25,1,0,0,1,0,1,8.2,1,0,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SARAPIQUI,33,1,0,0,1,0,0,8.4,0,0,0,0,0,57147,2140.5,27,15768,3.6,24.0,5.9,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,42,1,1,0,0,0,1,9.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,19,1,1,0,1,0,1,10.6,1,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,44,1,0,0,0,0,1,11.2,0,1,1,0,0,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NICOYA,40,1,0,0,1,0,1,8.0,0,1,0,0,0,50825,1333.7,38,15038,3.38,30.7,5.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,59,0,0,0,1,0,1,5.8,1,1,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,43,1,1,0,1,0,1,11.3,0,0,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTO DOMINGO,28,1,1,0,1,0,1,11.2,0,0,1,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,49,1,0,0,1,0,1,8.6,0,0,1,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTO DOMINGO,40,1,1,0,0,0,1,12.2,0,1,0,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,21,1,0,0,0,0,1,7.8,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NANDAYURE,63,0,0,0,0,0,1,7.2,0,0,0,0,0,11121,565.6,20,3307,3.35,23.8,11.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,51,1,1,0,1,1,1,11.4,0,1,0,0,0,65206,15.9,4088,19146,3.4,35.2,8.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
OREAMUNO,64,0,0,0,1,0,1,6.7,1,1,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,FRENTE AMPLIO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,55,1,0,0,0,1,1,9.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
EL GUARCO,29,1,1,0,1,0,1,10.2,1,0,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,44,1,0,0,0,0,1,11.8,0,0,0,0,1,60486,222.2,272,17155,3.52,31.3,8.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SIQUIRRES,62,0,0,0,1,0,1,3.2,0,0,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
